,image_path,face_detection,feature_extraction,state_classification,decision,pipeline_success,true_label
22,/Users/ahmedalkhulayfi/Downloads/dataset_B_FacialImages_highResolution/drowsy/closed_eye_0735.jpg_face_4.jpg,"{'success': True, 'confidence': 0.7759749293327332}",{'success': True},"{'left_eye_state': 0, 'right_eye_state': 0, 'mouth_state': 0, 'confidence_left': 0.9895702600479126, 'confidence_right': 0.9997279047966003, 'confidence_mouth': 0.989602267742157}","{'is_drowsy': True, 'eye_status': True, 'yawn_status': False, 'confidence': 0.9946490824222565, 'success': True}",True,1
23,/Users/ahmedalkhulayfi/Downloads/dataset_B_FacialImages_highResolution/drowsy/closed_eye_1845.jpg_face_1.jpg,"{'success': True, 'confidence': 0.7690843343734741}",{'success': True},"{'left_eye_state': 0, 'right_eye_state': 0, 'mouth_state': 0, 'confidence_left': 0.971318781375885, 'confidence_right': 0.9986401200294495, 'confidence_mouth': 0.9999997615814209}","{'is_drowsy': True, 'eye_status': True, 'yawn_status': False, 'confidence': 0.9849794507026672, 'success': True}",True,1
24,/Users/ahmedalkhulayfi/Downloads/dataset_B_FacialImages_highResolution/drowsy/closed_eye_1850.jpg_face_1.jpg,"{'success': True, 'confidence': 0.7793225646018982}",{'success': True},"{'left_eye_state': 0, 'right_eye_state': 0, 'mouth_state': 1, 'confidence_left': 0.9974034428596497, 'confidence_right': 0.9163640141487122, 'confidence_mouth': 0.9554492831230164}","{'is_drowsy': True, 'eye_status': True, 'yawn_status': True, 'confidence': 0.9563099503517152, 'success': True}",True,1
25,/Users/ahmedalkhulayfi/Downloads/dataset_B_FacialImages_highResolution/drowsy/closed_eye_1631.jpg_face_1.jpg,"{'success': True, 'confidence': 0.7923411726951599}",{'success': True},"{'left_eye_state': 0, 'right_eye_state': 0, 'mouth_state': 0, 'confidence_left': 0.9655001163482666, 'confidence_right': 0.9984024167060852, 'confidence_mouth': 0.9999299049377441}","{'is_drowsy': True, 'eye_status': True, 'yawn_status': False, 'confidence': 0.9819512665271759, 'success': True}",True,1
26,/Users/ahmedalkhulayfi/Downloads/dataset_B_FacialImages_highResolution/drowsy/closed_eye_1479.jpg_face_1.jpg,"{'success': True, 'confidence': 0.7877904176712036}",{'success': True},"{'left_eye_state': 0, 'right_eye_state': 1, 'mouth_state': 0, 'confidence_left': 0.9474276900291443, 'confidence_right': 0.9938579201698303, 'confidence_mouth': 0.9999996423721313}","{'is_drowsy': False, 'eye_status': False, 'yawn_status': False, 'confidence': 0.9853212237358093, 'success': True}",True,1
27,/Users/ahmedalkhulayfi/Downloads/dataset_B_FacialImages_highResolution/drowsy/closed_eye_2181.jpg_face_1.jpg,"{'success': True, 'confidence': 0.7450252175331116}",{'success': True},"{'left_eye_state': 0, 'right_eye_state': 0, 'mouth_state': 0, 'confidence_left': 0.9126987457275391, 'confidence_right': 0.9324395060539246, 'confidence_mouth': 0.9999948740005493}","{'is_drowsy': True, 'eye_status': True, 'yawn_status': False, 'confidence': 0.9225691258907318, 'success': True}",True,1
28,/Users/ahmedalkhulayfi/Downloads/dataset_B_FacialImages_highResolution/drowsy/closed_eye_0488.jpg_face_1.jpg,"{'success': True, 'confidence': 0.8915705680847168}",{'success': True},"{'left_eye_state': 0, 'right_eye_state': 0, 'mouth_state': 0, 'confidence_left': 0.999885082244873, 'confidence_right': 0.9993295669555664, 'confidence_mouth': 0.9999929666519165}","{'is_drowsy': True, 'eye_status': True, 'yawn_status': False, 'confidence': 0.9996073246002197, 'success': True}",True,1
29,/Users/ahmedalkhulayfi/Downloads/dataset_B_FacialImages_highResolution/drowsy/closed_eye_1548.BMP_face_1.jpg,"{'success': True, 'confidence': 0.8855921626091003}",{'success': True},"{'left_eye_state': 0, 'right_eye_state': 0, 'mouth_state': 0, 'confidence_left': 1.0, 'confidence_right': 0.9999997615814209, 'confidence_mouth': 1.0}","{'is_drowsy': True, 'eye_status': True, 'yawn_status': False, 'confidence': 0.9999998807907104, 'success': True}",True,1
30,/Users/ahmedalkhulayfi/Downloads/dataset_B_FacialImages_highResolution/drowsy/closed_eye_0089.jpg_face_1.jpg,"{'success': True, 'confidence': 0.8662246465682983}",{'success': True},"{'left_eye_state': 0, 'right_eye_state': 0, 'mouth_state': 0, 'confidence_left': 0.9985495209693909, 'confidence_right': 0.999082088470459, 'confidence_mouth': 0.9867303371429443}","{'is_drowsy': True, 'eye_status': True, 'yawn_status': False, 'confidence': 0.9988158047199249, 'success': True}",True,1
31,/Users/ahmedalkhulayfi/Downloads/dataset_B_FacialImages_highResolution/drowsy/closed_eye_1237.jpg_face_2.jpg,"{'success': True, 'confidence': 0.8432323932647705}",{'success': True},"{'left_eye_state': 0, 'right_eye_state': 0, 'mouth_state': 0, 'confidence_left': 0.9973524808883667, 'confidence_right': 0.9786688089370728, 'confidence_mouth': 0.9999974966049194}","{'is_drowsy': True, 'eye_status': True, 'yawn_status': False, 'confidence': 0.9880106449127197, 'success': True}",True,1
32,/Users/ahmedalkhulayfi/Downloads/dataset_B_FacialImages_highResolution/drowsy/closed_eye_1077.jpg_face_3.jpg,"{'success': True, 'confidence': 0.5953400731086731}",{'success': True},"{'left_eye_state': 0, 'right_eye_state': 0, 'mouth_state': 0, 'confidence_left': 0.960521936416626, 'confidence_right': 0.9519861936569214, 'confidence_mouth': 0.9949551224708557}","{'is_drowsy': True, 'eye_status': True, 'yawn_status': False, 'confidence': 0.9562540650367737, 'success': True}",True,1
33,/Users/ahmedalkhulayfi/Downloads/dataset_B_FacialImages_highResolution/drowsy/closed_eye_0406.jpg_face_1.jpg,"{'success': True, 'confidence': 0.8671631217002869}",{'success': True},"{'left_eye_state': 0, 'right_eye_state': 0, 'mouth_state': 0, 'confidence_left': 0.9999923706054688, 'confidence_right': 0.9999126195907593, 'confidence_mouth': 0.9214600324630737}","{'is_drowsy': True, 'eye_status': True, 'yawn_status': False, 'confidence': 0.999952495098114, 'success': True}",True,1
34,/Users/ahmedalkhulayfi/Downloads/dataset_B_FacialImages_highResolution/drowsy/closed_eye_2352.jpg_face_1.jpg,"{'success': True, 'confidence': 0.8208118081092834}",{'success': True},"{'left_eye_state': 0, 'right_eye_state': 0, 'mouth_state': 0, 'confidence_left': 0.7892297506332397, 'confidence_right': 0.6736985445022583, 'confidence_mouth': 0.9527541995048523}","{'is_drowsy': False, 'eye_status': False, 'yawn_status': False, 'confidence': 0.0, 'success': False}",True,1
35,/Users/ahmedalkhulayfi/Downloads/dataset_B_FacialImages_highResolution/drowsy/closed_eye_0007.jpg_face_1.jpg,"{'success': True, 'confidence': 0.8118740320205688}",{'success': True},"{'left_eye_state': 0, 'right_eye_state': 0, 'mouth_state': 0, 'confidence_left': 0.9979257583618164, 'confidence_right': 0.9847667813301086, 'confidence_mouth': 0.8678040504455566}","{'is_drowsy': True, 'eye_status': True, 'yawn_status': False, 'confidence': 0.9913462698459625, 'success': True}",True,1
36,/Users/ahmedalkhulayfi/Downloads/dataset_B_FacialImages_highResolution/drowsy/closed_eye_0012.jpg_face_1.jpg,"{'success': True, 'confidence': 0.8499400019645691}",{'success': True},"{'left_eye_state': 0, 'right_eye_state': 1, 'mouth_state': 0, 'confidence_left': 0.8641321063041687, 'confidence_right': 0.9736155271530151, 'confidence_mouth': 0.9994729161262512}","{'is_drowsy': False, 'eye_status': False, 'yawn_status': False, 'confidence': 0.9591733664274216, 'success': True}",True,1
37,/Users/ahmedalkhulayfi/Downloads/dataset_B_FacialImages_highResolution/drowsy/closed_eye_2753.jpg_face_1.jpg,"{'success': True, 'confidence': 0.7626173496246338}",{'success': True},"{'left_eye_state': 0, 'right_eye_state': 0, 'mouth_state': 0, 'confidence_left': 0.9999986886978149, 'confidence_right': 0.9999916553497314, 'confidence_mouth': 0.9999567270278931}","{'is_drowsy': True, 'eye_status': True, 'yawn_status': False, 'confidence': 0.9999951720237732, 'success': True}",True,1
38,/Users/ahmedalkhulayfi/Downloads/dataset_B_FacialImages_highResolution/drowsy/closed_eye_1953.jpg_face_1.jpg,"{'success': True, 'confidence': 0.7350752353668213}",{'success': True},"{'left_eye_state': 0, 'right_eye_state': 0, 'mouth_state': 1, 'confidence_left': 0.7544763684272766, 'confidence_right': 0.863706111907959, 'confidence_mouth': 0.6607621908187866}","{'is_drowsy': False, 'eye_status': False, 'yawn_status': False, 'confidence': 0.0, 'success': False}",True,1
39,/Users/ahmedalkhulayfi/Downloads/dataset_B_FacialImages_highResolution/drowsy/closed_eye_2097.jpg_face_1.jpg,"{'success': True, 'confidence': 0.872221052646637}",{'success': True},"{'left_eye_state': 0, 'right_eye_state': 0, 'mouth_state': 0, 'confidence_left': 0.8781053423881531, 'confidence_right': 0.9965742826461792, 'confidence_mouth': 0.999987006187439}","{'is_drowsy': True, 'eye_status': True, 'yawn_status': False, 'confidence': 0.9373398125171661, 'success': True}",True,1
40,/Users/ahmedalkhulayfi/Downloads/dataset_B_FacialImages_highResolution/drowsy/closed_eye_2243.jpg_face_2.jpg,"{'success': True, 'confidence': 0.6581210494041443}",{'success': True},"{'left_eye_state': 0, 'right_eye_state': 0, 'mouth_state': 0, 'confidence_left': 0.9986427426338196, 'confidence_right': 0.9991849064826965, 'confidence_mouth': 0.999692440032959}","{'is_drowsy': True, 'eye_status': True, 'yawn_status': False, 'confidence': 0.9989138245582581, 'success': True}",True,1
41,/Users/ahmedalkhulayfi/Downloads/dataset_B_FacialImages_highResolution/drowsy/closed_eye_0827.jpg_face_1.jpg,"{'success': True, 'confidence': 0.8449965715408325}",{'success': True},"{'left_eye_state': 0, 'right_eye_state': 0, 'mouth_state': 0, 'confidence_left': 0.9980358481407166, 'confidence_right': 0.9996552467346191, 'confidence_mouth': 0.9999995231628418}","{'is_drowsy': True, 'eye_status': True, 'yawn_status': False, 'confidence': 0.9988455474376678, 'success': True}",True,1
42,/Users/ahmedalkhulayfi/Downloads/dataset_B_FacialImages_highResolution/drowsy/closed_eye_2526.BMP_face_2.jpg,"{'success': True, 'confidence': 0.8389971256256104}",{'success': True},"{'left_eye_state': 0, 'right_eye_state': 0, 'mouth_state': 0, 'confidence_left': 0.970283031463623, 'confidence_right': 0.9557719826698303, 'confidence_mouth': 0.998551070690155}","{'is_drowsy': True, 'eye_status': True, 'yawn_status': False, 'confidence': 0.9630275070667267, 'success': True}",True,1
43,/Users/ahmedalkhulayfi/Downloads/dataset_B_FacialImages_highResolution/drowsy/closed_eye_0182.jpg_face_1.jpg,"{'success': True, 'confidence': 0.8991421461105347}",{'success': True},"{'left_eye_state': 0, 'right_eye_state': 0, 'mouth_state': 0, 'confidence_left': 0.9997660517692566, 'confidence_right': 0.9999825954437256, 'confidence_mouth': 1.0}","{'is_drowsy': True, 'eye_status': True, 'yawn_status': False, 'confidence': 0.9998743236064911, 'success': True}",True,1
44,/Users/ahmedalkhulayfi/Downloads/dataset_B_FacialImages_highResolution/drowsy/closed_eye_1567.jpg_face_1.jpg,"{'success': True, 'confidence': 0.7934032082557678}",{'success': True},"{'left_eye_state': 1, 'right_eye_state': 1, 'mouth_state': 0, 'confidence_left': 0.9961937665939331, 'confidence_right': 0.9999924898147583, 'confidence_mouth': 0.9608181118965149}","{'is_drowsy': False, 'eye_status': False, 'yawn_status': False, 'confidence': 0.9794556200504303, 'success': True}",True,1
45,/Users/ahmedalkhulayfi/Downloads/dataset_B_FacialImages_highResolution/drowsy/closed_eye_1572.jpg_face_1.jpg,"{'success': True, 'confidence': 0.6989964842796326}",{'success': True},"{'left_eye_state': 0, 'right_eye_state': 0, 'mouth_state': 0, 'confidence_left': 0.9997804760932922, 'confidence_right': 0.9990179538726807, 'confidence_mouth': 0.5775286555290222}","{'is_drowsy': True, 'eye_status': True, 'yawn_status': False, 'confidence': 0.9993992149829865, 'success': True}",True,1
46,/Users/ahmedalkhulayfi/Downloads/dataset_B_FacialImages_highResolution/drowsy/closed_eye_2506.jpg_face_1.jpg,"{'success': True, 'confidence': 0.7970580458641052}",{'success': True},"{'left_eye_state': 0, 'right_eye_state': 0, 'mouth_state': 1, 'confidence_left': 0.9915469288825989, 'confidence_right': 0.9947353005409241, 'confidence_mouth': 0.9032413363456726}","{'is_drowsy': True, 'eye_status': True, 'yawn_status': True, 'confidence': 0.9571812033653259, 'success': True}",True,1
47,/Users/ahmedalkhulayfi/Downloads/dataset_B_FacialImages_highResolution/drowsy/closed_eye_1387.BMP_face_1.jpg,"{'success': True, 'confidence': 0.7838342785835266}",{'success': True},"{'left_eye_state': 0, 'right_eye_state': 0, 'mouth_state': 0, 'confidence_left': 0.9832131862640381, 'confidence_right': 0.9975360631942749, 'confidence_mouth': 0.999777615070343}","{'is_drowsy': True, 'eye_status': True, 'yawn_status': False, 'confidence': 0.9903746247291565, 'success': True}",True,1
48,/Users/ahmedalkhulayfi/Downloads/dataset_B_FacialImages_highResolution/drowsy/closed_eye_0086.jpg_face_2.jpg,"{'success': True, 'confidence': 0.8673820495605469}",{'success': True},"{'left_eye_state': 0, 'right_eye_state': 0, 'mouth_state': 0, 'confidence_left': 0.9961879849433899, 'confidence_right': 0.9919021725654602, 'confidence_mouth': 0.9586761593818665}","{'is_drowsy': True, 'eye_status': True, 'yawn_status': False, 'confidence': 0.994045078754425, 'success': True}",True,1
49,/Users/ahmedalkhulayfi/Downloads/dataset_B_FacialImages_highResolution/drowsy/closed_eye_0646.jpg_face_1.jpg,"{'success': True, 'confidence': 0.8855579495429993}",{'success': True},"{'left_eye_state': 0, 'right_eye_state': 0, 'mouth_state': 0, 'confidence_left': 0.9999016523361206, 'confidence_right': 0.9976031184196472, 'confidence_mouth': 1.0}","{'is_drowsy': True, 'eye_status': True, 'yawn_status': False, 'confidence': 0.9987523853778839, 'success': True}",True,1
50,/Users/ahmedalkhulayfi/Downloads/dataset_B_FacialImages_highResolution/drowsy/closed_eye_0094.jpg_face_1.jpg,"{'success': True, 'confidence': 0.8502678275108337}",{'success': True},"{'left_eye_state': 0, 'right_eye_state': 0, 'mouth_state': 0, 'confidence_left': 0.9992509484291077, 'confidence_right': 0.9991937279701233, 'confidence_mouth': 0.9994853734970093}","{'is_drowsy': True, 'eye_status': True, 'yawn_status': False, 'confidence': 0.9992223381996155, 'success': True}",True,1
51,/Users/ahmedalkhulayfi/Downloads/dataset_B_FacialImages_highResolution/drowsy/closed_eye_0081.jpg_face_1.jpg,"{'success': True, 'confidence': 0.8912969827651978}",{'success': True},"{'left_eye_state': 0, 'right_eye_state': 0, 'mouth_state': 0, 'confidence_left': 0.9909721612930298, 'confidence_right': 0.9854755997657776, 'confidence_mouth': 0.9999988079071045}","{'is_drowsy': True, 'eye_status': True, 'yawn_status': False, 'confidence': 0.9882238805294037, 'success': True}",True,1
52,/Users/ahmedalkhulayfi/Downloads/dataset_B_FacialImages_highResolution/drowsy/closed_eye_2501.jpg_face_2.jpg,"{'success': True, 'confidence': 0.6747585535049438}",{'success': True},"{'left_eye_state': 0, 'right_eye_state': 0, 'mouth_state': 0, 'confidence_left': 0.9959654808044434, 'confidence_right': 0.999713122844696, 'confidence_mouth': 0.9998084902763367}","{'is_drowsy': True, 'eye_status': True, 'yawn_status': False, 'confidence': 0.9978393018245697, 'success': True}",True,1
53,/Users/ahmedalkhulayfi/Downloads/dataset_B_FacialImages_highResolution/drowsy/closed_eye_2749.jpg_face_2.jpg,"{'success': True, 'confidence': 0.7583425641059875}",{'success': True},"{'left_eye_state': 0, 'right_eye_state': 0, 'mouth_state': 1, 'confidence_left': 0.9754064679145813, 'confidence_right': 0.978632390499115, 'confidence_mouth': 0.9134276509284973}","{'is_drowsy': True, 'eye_status': True, 'yawn_status': True, 'confidence': 0.9515827178955079, 'success': True}",True,1
54,/Users/ahmedalkhulayfi/Downloads/dataset_B_FacialImages_highResolution/drowsy/closed_eye_1464.jpg_face_1.jpg,"{'success': True, 'confidence': 0.7278226613998413}",{'success': True},"{'left_eye_state': 0, 'right_eye_state': 0, 'mouth_state': 1, 'confidence_left': 0.9973317384719849, 'confidence_right': 0.6757688522338867, 'confidence_mouth': 0.9779426455497742}","{'is_drowsy': True, 'eye_status': False, 'yawn_status': True, 'confidence': 0.9779426455497742, 'success': True}",True,1
55,/Users/ahmedalkhulayfi/Downloads/dataset_B_FacialImages_highResolution/drowsy/closed_eye_1949.jpg_face_2.jpg,"{'success': True, 'confidence': 0.9096033573150635}",{'success': True},"{'left_eye_state': 0, 'right_eye_state': 0, 'mouth_state': 0, 'confidence_left': 1.0, 'confidence_right': 0.9999985694885254, 'confidence_mouth': 0.9999998807907104}","{'is_drowsy': True, 'eye_status': True, 'yawn_status': False, 'confidence': 0.9999992847442627, 'success': True}",True,1
56,/Users/ahmedalkhulayfi/Downloads/dataset_B_FacialImages_highResolution/drowsy/closed_eye_2405.jpg_face_1.jpg,"{'success': True, 'confidence': 0.7012140154838562}",{'success': True},"{'left_eye_state': 0, 'right_eye_state': 0, 'mouth_state': 1, 'confidence_left': 0.8457678556442261, 'confidence_right': 0.9644836187362671, 'confidence_mouth': 0.9799384474754333}","{'is_drowsy': True, 'eye_status': True, 'yawn_status': True, 'confidence': 0.9350508213043214, 'success': True}",True,1
