,path,true_label,predicted_label
32,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_a_8880.jpg,1,0
33,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/image_17516.jpg,1,1
34,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_c_6815.jpg,1,0
35,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_d_8120.jpg,1,0
36,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/image_11542 (2).jpg,1,1
37,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_b_5887.jpg,1,1
38,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_k_3450.jpg,1,0
39,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/image__12151.jpg,1,1
40,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_d_15747.jpg,1,1
41,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/image_3103.jpg,1,1
42,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/image__7540.jpg,1,0
43,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_f_3973.jpg,1,1
44,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_g_17400.jpg,1,0
45,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_c_5887.jpg,1,0
46,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/image__10034.jpg,1,1
47,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_d_6119.jpg,1,0
48,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_d_14471.jpg,1,1
49,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/image_29.jpg,1,1
50,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/image_7917 (2).jpg,1,1
51,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_d_9570.jpg,1,0
52,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_d_4901.jpg,1,0
53,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/image_12644.jpg,1,1
54,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/image_16037 (2).jpg,1,1
55,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_f_4408 (2).jpg,1,1
56,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_f_9251.jpg,1,0
57,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_g_2310.jpg,1,0
58,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/image_12122.jpg,1,1
59,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/image_15225 (2).jpg,1,1
60,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_c_4582.jpg,1,0
61,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/image__16385 (2).jpg,1,1
62,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_h_4350.jpg,1,0
63,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/image_13601 (2).jpg,1,1
64,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_c_9918.jpg,1,0
65,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/image_8903.jpg,1,0
66,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_j_12209.jpg,1,0
67,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_j_17371.jpg,1,0
68,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/image_1800 (2).jpg,1,0
69,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/image_390 (3).jpg,1,1
70,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_h_1200.jpg,1,0
71,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_b_2871.jpg,1,0
72,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/image_6090.jpg,1,0
73,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_f_12876.jpg,1,1
74,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/image_420.jpg,1,1
75,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_f_19923.jpg,1,1
76,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/image_13572.jpg,1,1
77,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/image_930 (4).jpg,1,1
78,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_e_14610.jpg,1,0
79,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_d_11455.jpg,1,1
80,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_g_9480.jpg,1,0
81,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_d_10005.jpg,1,0
82,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/image_6641.jpg,1,0
83,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/image_1890.jpg,1,0
84,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_a_9195.jpg,1,0
85,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_f_17661.jpg,1,1
86,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_f_19894.jpg,1,1
87,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_c_8555.jpg,1,0
88,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_d_435.jpg,1,0
89,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_h_13140.jpg,1,1
90,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/image_7975 (2).jpg,1,1
91,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_d_10788.jpg,1,0
92,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_d_15196.jpg,1,0
93,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/image__4698.jpg,1,0
94,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_c_18415.jpg,1,0
95,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_k_9960.jpg,1,1
96,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/image_9599.jpg,1,1
97,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/image_14355.jpg,1,1
98,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_g_11850.jpg,1,0
99,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_g_7320.jpg,1,1
100,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/image_540.jpg,1,1
101,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/image_493 (2).jpg,1,0
102,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/image__15979.jpg,1,0
103,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/image_60 (3).jpg,1,0
104,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_j_14297.jpg,1,0
105,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_f_10324.jpg,1,0
106,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/image_15979 (2).jpg,1,1
107,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/image_12847 (2).jpg,1,1
108,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_f_1972 (2).jpg,1,1
109,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/image__16733.jpg,1,0
110,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_f_19314.jpg,1,0
111,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_g_17010.jpg,1,0
112,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_d_17226.jpg,1,0
113,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/image__1247.jpg,1,1
114,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_j_7540.jpg,1,1
115,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_e_13369.jpg,1,1
116,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_g_1590.jpg,1,0
117,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_g_16440.jpg,1,0
118,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_e_13427.jpg,1,1
119,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_f_3393.jpg,1,1
120,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_f_4901 (2).jpg,1,1
121,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_c_1015.jpg,1,0
122,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/image_1410 (4).jpg,1,0
123,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/image_18792.jpg,1,1
124,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_e_11542.jpg,1,1
125,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_f_12296.jpg,1,1
126,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_g_2700.jpg,1,0
127,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_a_5220.jpg,1,0
128,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_f_7888.jpg,1,1
129,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_j_14268.jpg,1,0
130,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_h_5310.jpg,1,0
131,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_d_2784.jpg,1,0
132,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_e_7830.jpg,1,0
133,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/image_7946.jpg,1,1
134,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/image_16965 (2).jpg,1,1
135,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_e_16588.jpg,1,0
136,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_g_7650.jpg,1,0
137,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_f_3422.jpg,1,1
138,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_g_14280.jpg,1,0
139,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_d_7830.jpg,1,0
140,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_d_16878.jpg,1,0
141,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/image_16008 (2).jpg,1,1
142,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_e_15080.jpg,1,0
143,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_c_6960.jpg,1,0
144,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/image_11774.jpg,1,1
145,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_e_11580.jpg,1,1
146,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/image_11136 (2).jpg,1,0
147,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_f_5046.jpg,1,1
148,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_e_8294.jpg,1,1
149,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_j_17748.jpg,1,0
150,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/image_19314.jpg,1,1
151,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_f_0.jpg,1,0
152,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_d_14935.jpg,1,0
153,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/image_8671 (2).jpg,1,1
154,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_f_580 (2).jpg,1,1
155,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/image_10324.jpg,1,1
156,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/image_3248.jpg,1,0
157,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/image_16443 (2).jpg,1,1
158,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/image_780.jpg,1,0
159,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_e_17640.jpg,1,1
160,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_g_11460.jpg,1,0
161,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_c_16820.jpg,1,0
162,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/image_8352 (2).jpg,1,1
163,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_f_10817 (2).jpg,1,0
164,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/image_12296.jpg,1,1
165,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/image_14181.jpg,1,1
166,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_e_13195.jpg,1,1
167,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_h_14160.jpg,1,0
168,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/image_19894.jpg,1,1
169,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/image_17661.jpg,1,1
170,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_g_8760.jpg,1,0
171,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_g_5250.jpg,1,0
172,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_f_7453.jpg,1,1
173,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_g_13920.jpg,1,0
174,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_g_16680.jpg,1,0
175,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_b_12238.jpg,1,1
176,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_f_8990.jpg,1,0
177,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/image__17835.jpg,1,0
178,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/image_6873.jpg,1,0
179,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_j_12354.jpg,1,0
180,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_f_6003.jpg,1,0
181,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/image_12731.jpg,1,1
182,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_g_9330.jpg,1,0
183,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/image__15950.jpg,1,0
184,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_a_9180.jpg,1,0
185,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_g_14040.jpg,1,0
186,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/image_1885.jpg,1,0
187,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_c_4408.jpg,1,0
188,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_e_13630.jpg,1,1
189,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_f_3190.jpg,1,1
190,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/image__1044.jpg,1,0
191,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_f_14355.jpg,1,1
192,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/image_7453 (2).jpg,1,0
193,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_g_18120.jpg,1,0
194,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/image_1470 (3).jpg,1,0
195,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_d_7366.jpg,1,0
196,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_j_12383.jpg,1,0
197,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/image_13833 (2).jpg,1,1
198,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_d_8874.jpg,1,1
199,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_e_11190.jpg,1,0
200,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/image_3857.jpg,1,0
201,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_c_10672.jpg,1,0
202,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_f_3741.jpg,1,1
203,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/image_435.jpg,1,0
204,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/image_1650 (2).jpg,1,1
205,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_f_6177.jpg,1,1
206,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_c_16559.jpg,1,0
207,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_j_14645.jpg,1,0
208,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_d_16298.jpg,1,0
209,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_c_18212.jpg,1,0
210,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_j_14123.jpg,1,0
211,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_c_6380.jpg,1,0
212,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_e_4727.jpg,1,0
213,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/image_2220.jpg,1,1
214,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_c_5104.jpg,1,0
215,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/image_12876.jpg,1,1
216,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_f_5481.jpg,1,1
217,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/image_240 (2).jpg,1,0
218,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_j_1508.jpg,1,0
219,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/image__13514.jpg,1,0
220,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_d_4727.jpg,1,0
221,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_d_16501.jpg,1,0
222,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/image_390.jpg,1,0
223,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/image_2552.jpg,1,0
224,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_h_8580.jpg,1,1
225,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/image__7569.jpg,1,1
226,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_d_232.jpg,1,0
227,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_c_8352.jpg,1,0
228,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_g_11070.jpg,1,0
229,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_f_20184.jpg,1,0
230,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_e_12300.jpg,1,0
231,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_c_17690.jpg,1,0
232,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_g_15570.jpg,1,0
233,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_e_3712.jpg,1,0
234,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/image_1140 (5).jpg,1,1
235,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_d_3074.jpg,1,0
236,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_e_7560.jpg,1,0
237,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_d_11252.jpg,1,1
238,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_f_12122.jpg,1,1
239,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/image__10266 (2).jpg,1,0
240,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_f_12644.jpg,1,1
241,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_d_3712.jpg,1,0
242,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/image_145.jpg,1,0
243,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_a_8895.jpg,1,0
244,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_f_10875 (2).jpg,1,1
245,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_c_18038.jpg,1,0
246,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/image_11600.jpg,1,0
247,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_g_8370.jpg,1,0
248,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_g_5640.jpg,1,0
249,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/image_6293.jpg,1,0
250,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_j_18241.jpg,1,0
251,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_g_16290.jpg,1,0
252,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/image_16559 (2).jpg,1,1
253,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/image_18618.jpg,1,1
254,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_c_11020.jpg,1,0
255,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_c_4959.jpg,1,0
256,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_g_12960.jpg,1,0
257,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/image_16153.jpg,1,1
258,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/image_10005 (2).jpg,1,1
259,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/image_14036.jpg,1,1
260,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/image_9309 (2).jpg,1,1
261,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_d_11078.jpg,1,1
262,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_g_7080.jpg,1,0
263,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_d_9773.jpg,1,0
264,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/image_8613 (2).jpg,1,1
265,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/image_4321.jpg,1,0
266,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/image_10121 (3).jpg,1,1
267,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_c_8178.jpg,1,0
268,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_d_15544.jpg,1,0
269,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/76.jpg,1,1
270,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_e_8323.jpg,1,1
271,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/image__1798 (2).jpg,1,0
272,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/image_810.jpg,1,0
273,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_c_4756.jpg,1,0
274,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_g_15000.jpg,1,0
275,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/62.jpg,1,0
276,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_d_8323.jpg,1,0
277,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/image_17313 (2).jpg,1,1
278,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/74.jpg,1,0
279,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/image_15573 (2).jpg,1,1
280,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_d_13137.jpg,1,1
281,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_e_15109.jpg,1,1
282,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/60.jpg,1,0
283,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_d_1305.jpg,1,0
284,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/img_a_1680.jpg,1,0
285,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/48.jpg,1,1
286,/Users/ahmedalkhulayfi/Downloads/FaceImages/drowsy/image_18183.jpg,1,1
