,video_path,true_label,frames_processed,drowsy_detections,detection_count,face_detection_failures,temporal_decisions,success,predicted_label,prediction_correct,first_detection_frame,first_detection_time,max_confidence,multiple_detections,time_between_detections
10,/Users/ahmedalkhulayfi/Downloads/benchmark/badr-01/drowsy/19.mp4,1,352,"[{'frame': 149, 'time': 4.966666666666667, 'confidence': 0.9301392744268691}, {'frame': 184, 'time': 6.133333333333334, 'confidence': 0.961990294456482}]",2,0,[],True,1,True,149.0,4.966666666666667,0.961990294456482,True,[1.166666666666667]
11,/Users/ahmedalkhulayfi/Downloads/benchmark/badr-01/drowsy/17.mp4,1,384,"[{'frame': 120, 'time': 4.0, 'confidence': 0.84523395385061}, {'frame': 155, 'time': 5.166666666666667, 'confidence': 0.9510674672467369}, {'frame': 190, 'time': 6.333333333333333, 'confidence': 0.9758701605456216}, {'frame': 225, 'time': 7.5, 'confidence': 0.993753443956375}]",4,0,[],True,1,True,120.0,4.0,0.993753443956375,True,"[1.166666666666667, 1.166666666666666, 1.166666666666667]"
12,/Users/ahmedalkhulayfi/Downloads/benchmark/badr-01/drowsy/16.mp4,1,378,"[{'frame': 229, 'time': 7.633333333333334, 'confidence': 0.9261212233986174}, {'frame': 264, 'time': 8.8, 'confidence': 0.9908788280827658}]",2,0,[],True,1,True,229.0,7.633333333333334,0.9908788280827658,True,[1.166666666666667]
13,/Users/ahmedalkhulayfi/Downloads/benchmark/badr-01/drowsy/14.mp4,1,368,"[{'frame': 329, 'time': 10.966666666666667, 'confidence': 0.9300407192536763}]",1,0,[],True,1,True,329.0,10.966666666666667,0.9300407192536763,False,
14,/Users/ahmedalkhulayfi/Downloads/benchmark/badr-01/drowsy/15.mp4,1,327,"[{'frame': 151, 'time': 5.033333333333333, 'confidence': 0.9384079102958952}, {'frame': 186, 'time': 6.2, 'confidence': 0.9974001937253135}]",2,0,[],True,1,True,151.0,5.033333333333333,0.9974001937253135,True,[1.166666666666667]
15,/Users/ahmedalkhulayfi/Downloads/benchmark/badr-01/drowsy/11.mp4,1,358,"[{'frame': 150, 'time': 5.0, 'confidence': 0.9106300498758043}, {'frame': 185, 'time': 6.166666666666667, 'confidence': 0.9986644404275077}]",2,0,[],True,1,True,150.0,5.0,0.9986644404275077,True,[1.166666666666667]
16,/Users/ahmedalkhulayfi/Downloads/benchmark/badr-01/drowsy/10.mp4,1,274,"[{'frame': 93, 'time': 3.1, 'confidence': 0.9902767888137273}, {'frame': 128, 'time': 4.266666666666667, 'confidence': 0.9756993239266532}, {'frame': 163, 'time': 5.433333333333334, 'confidence': 0.9715538907051086}, {'frame': 198, 'time': 6.6, 'confidence': 0.9725998634951456}]",4,0,[],True,1,True,93.0,3.1,0.9902767888137273,True,"[1.1666666666666665, 1.166666666666667, 1.166666666666666]"
17,/Users/ahmedalkhulayfi/Downloads/benchmark/badr-01/drowsy/12.mp4,1,398,"[{'frame': 135, 'time': 4.5, 'confidence': 0.9409729293414525}, {'frame': 170, 'time': 5.666666666666667, 'confidence': 0.9979595167296273}, {'frame': 205, 'time': 6.833333333333333, 'confidence': 0.9825640109607152}, {'frame': 240, 'time': 8.0, 'confidence': 0.9564074739388058}]",4,4,[],True,1,True,135.0,4.5,0.9979595167296273,True,"[1.166666666666667, 1.166666666666666, 1.166666666666667]"
18,/Users/ahmedalkhulayfi/Downloads/benchmark/badr-01/drowsy/13.mp4,1,399,"[{'frame': 199, 'time': 6.633333333333334, 'confidence': 0.9593566903897693}, {'frame': 234, 'time': 7.8, 'confidence': 0.9960277983120509}, {'frame': 269, 'time': 8.966666666666667, 'confidence': 0.9996617267813002}, {'frame': 304, 'time': 10.133333333333333, 'confidence': 0.991788055045264}]",4,0,[],True,1,True,199.0,6.633333333333334,0.9996617267813002,True,"[1.166666666666666, 1.166666666666667, 1.166666666666666]"
19,/Users/ahmedalkhulayfi/Downloads/benchmark/badr-01/drowsy/8.mp4,1,467,"[{'frame': 64, 'time': 2.1333333333333333, 'confidence': 0.9824305100100381}, {'frame': 99, 'time': 3.3, 'confidence': 0.9982380058084216}]",2,8,[],True,1,True,64.0,2.1333333333333333,0.9982380058084216,True,[1.1666666666666665]
20,/Users/ahmedalkhulayfi/Downloads/benchmark/badr-01/drowsy/9.mp4,1,242,"[{'frame': 117, 'time': 3.9, 'confidence': 0.9644396317856653}, {'frame': 152, 'time': 5.066666666666666, 'confidence': 0.9976354903834206}, {'frame': 187, 'time': 6.233333333333333, 'confidence': 0.9594804214579719}]",3,0,[],True,1,True,117.0,3.9,0.9976354903834206,True,"[1.1666666666666665, 1.166666666666667]"
21,/Users/ahmedalkhulayfi/Downloads/benchmark/badr-01/not_drowsy/7.mp4,0,204,[],0,0,[],True,0,True,,,,,
22,/Users/ahmedalkhulayfi/Downloads/benchmark/badr-01/not_drowsy/6.mp4,0,332,[],0,1,[],True,0,True,,,,,
23,/Users/ahmedalkhulayfi/Downloads/benchmark/badr-01/not_drowsy/4.mp4,0,283,[],0,0,[],True,0,True,,,,,
24,/Users/ahmedalkhulayfi/Downloads/benchmark/badr-01/not_drowsy/5.mp4,0,202,[],0,2,[],True,0,True,,,,,
25,/Users/ahmedalkhulayfi/Downloads/benchmark/badr-01/not_drowsy/1.mp4,0,305,[],0,6,[],True,0,True,,,,,
26,/Users/ahmedalkhulayfi/Downloads/benchmark/badr-01/not_drowsy/2.mp4,0,298,[],0,3,[],True,0,True,,,,,
27,/Users/ahmedalkhulayfi/Downloads/benchmark/badr-01/not_drowsy/3.mp4,0,270,"[{'frame': 168, 'time': 5.6, 'confidence': 0.9549796278987612}]",1,0,[],True,1,False,168.0,5.6,0.9549796278987612,False,
28,/Users/ahmedalkhulayfi/Downloads/benchmark/badr-01/not_drowsy/21.mp4,0,286,[],0,0,[],True,0,True,,,,,
29,/Users/ahmedalkhulayfi/Downloads/benchmark/badr-01/not_drowsy/20.mp4,0,246,[],0,0,[],True,0,True,,,,,
30,/Users/ahmedalkhulayfi/Downloads/benchmark/badr-01/not_drowsy/18.mp4,0,352,[],0,0,[],True,0,True,,,,,
31,/Users/ahmedalkhulayfi/Downloads/benchmark/badr-01/not_drowsy/19.mp4,0,337,[],0,0,[],True,0,True,,,,,
32,/Users/ahmedalkhulayfi/Downloads/benchmark/badr-01/not_drowsy/17.mp4,0,269,"[{'frame': 87, 'time': 2.9, 'confidence': 0.9079219230583736}, {'frame': 236, 'time': 7.866666666666666, 'confidence': 0.906991674218859}]",2,0,[],True,1,False,87.0,2.9,0.9079219230583736,True,[4.966666666666667]
33,/Users/ahmedalkhulayfi/Downloads/benchmark/badr-01/not_drowsy/16.mp4,0,280,[],0,15,[],True,0,True,,,,,
34,/Users/ahmedalkhulayfi/Downloads/benchmark/badr-01/not_drowsy/14.mp4,0,276,[],0,0,[],True,0,True,,,,,
35,/Users/ahmedalkhulayfi/Downloads/benchmark/badr-01/not_drowsy/15.mp4,0,298,[],0,1,[],True,0,True,,,,,
36,/Users/ahmedalkhulayfi/Downloads/benchmark/badr-01/not_drowsy/11.mp4,0,246,[],0,0,[],True,0,True,,,,,
37,/Users/ahmedalkhulayfi/Downloads/benchmark/badr-01/not_drowsy/10.mp4,0,108,[],0,0,[],True,0,True,,,,,
38,/Users/ahmedalkhulayfi/Downloads/benchmark/badr-01/not_drowsy/12.mp4,0,219,[],0,1,[],True,0,True,,,,,
39,/Users/ahmedalkhulayfi/Downloads/benchmark/badr-01/not_drowsy/13.mp4,0,329,[],0,3,[],True,0,True,,,,,
40,/Users/ahmedalkhulayfi/Downloads/benchmark/badr-01/not_drowsy/8.mp4,0,298,"[{'frame': 39, 'time': 1.3, 'confidence': 0.9644000853810991}]",1,0,[],True,1,False,39.0,1.3,0.9644000853810991,False,
41,/Users/ahmedalkhulayfi/Downloads/benchmark/badr-01/not_drowsy/9.mp4,0,100,[],0,0,[],True,0,True,,,,,
